날짜,내용,금액,카테고리,결제수단,구분
2025-05-13,시내버스,11100,교통,토스공유카드1,변동비
2025-05-13,지하철,9800,교통,지역화폐,변동비
2025-05-14,BBQ 치킨,12500,식비,토스공유카드1,변동비
2025-05-14,스타벅스,500,식비,삼성카드,변동비
2025-05-14,CU 편의점,19500,식비,토스공유카드2,변동비
2025-05-14,카카오 택시,9400,교통,지역화폐,변동비
2025-05-15,CU 편의점,15400,식비,토스공유카드1,변동비
2025-05-15,광장시장,12200,전통시장,토스공유카드2,변동비
2025-05-15,카카오 택시,8200,교통,토스공유카드1,변동비
2025-05-16,BBQ 치킨,14100,식비,토스공유카드2,변동비
2025-05-16,김밥천국,20100,식비,롯데카드,변동비
2025-05-16,BBQ 치킨,19200,식비,롯데카드,변동비
2025-05-17,맘스터치,10500,식비,롯데카드,변동비
2025-05-17,롯데마트,34700,마트,토스공유카드1,변동비
2025-05-17,지하철,500,교통,신한체크카드,변동비
2025-05-17,시내버스,5200,교통,신한체크카드,변동비
2025-05-19,버거킹,21000,식비,토스공유카드2,변동비
2025-05-19,CU 편의점,3600,식비,토스공유카드2,변동비
2025-05-20,맘스터치,14400,식비,토스공유카드1,변동비
2025-05-20,지하철,9100,교통,지역화폐,변동비
2025-05-20,SK주유소,8800,교통,토스공유카드1,변동비
2025-05-21,노브랜드,51800,마트,토스공유카드1,변동비
2025-05-21,고속버스,5900,교통,신한체크카드,변동비
2025-05-22,김밥천국,10800,식비,토스공유카드1,변동비
2025-05-22,CU 편의점,20900,식비,롯데카드,변동비
2025-05-22,중앙시장,25700,전통시장,토스공유카드2,변동비
2025-05-23,BBQ 치킨,10600,식비,롯데카드,변동비
2025-05-23,노브랜드,34600,마트,토스공유카드1,변동비
2025-05-23,카카오 택시,2100,교통,토스공유카드1,변동비
2025-05-24,맘스터치,5600,식비,토스공유카드2,변동비
2025-05-24,SK주유소,6100,교통,신한체크카드,변동비
2025-05-25,투썸플레이스,8200,식비,토스공유카드1,변동비
2025-05-25,경동시장,15700,전통시장,지역화폐,변동비
2025-05-25,카카오 택시,9900,교통,토스공유카드1,변동비
2025-05-25,카카오 택시,3100,교통,신한체크카드,변동비
2025-05-26,시내버스,8100,교통,토스공유카드1,변동비
2025-05-28,CU 편의점,23100,식비,롯데카드,변동비
2025-05-28,SK주유소,7400,교통,토스공유카드1,변동비
2025-05-31,CU 편의점,23700,식비,삼성카드,변동비
2025-05-31,SK주유소,900,교통,지역화폐,변동비
2025-06-01,BBQ 치킨,15700,식비,토스공유카드1,변동비
2025-06-01,SK주유소,13900,교통,지역화폐,변동비
2025-06-02,CU 편의점,8500,식비,토스공유카드2,변동비
2025-06-02,홈플러스,57000,마트,삼성카드,변동비
2025-06-02,지하철,1200,교통,토스공유카드1,변동비
2025-06-02,시내버스,9800,교통,신한체크카드,변동비
2025-06-03,한전 전기요금,86800,전기요금,지역화폐,고정비
2025-06-03,상하수도 요금,25500,공과금,신한체크카드,고정비
2025-06-03,주택담보대출 이자,406900,대출이자,신한체크카드,고정비
2025-06-03,버거킹,8500,식비,삼성카드,변동비
2025-06-03,투썸플레이스,13300,식비,롯데카드,변동비
2025-06-03,고속버스,10300,교통,신한체크카드,변동비
2025-06-04,배달의민족,14700,식비,롯데카드,변동비
2025-06-04,시내버스,11000,교통,토스공유카드1,변동비
2025-06-05,아파트 관리비,219300,관리비,신한체크카드,고정비
2025-06-05,도시가스 요금,13900,가스요금,신한체크카드,고정비
2025-06-05,LG U+ 휴대폰,88200,통신비,신한체크카드,고정비
2025-06-05,BBQ 치킨,13500,식비,롯데카드,변동비
2025-06-05,CU 편의점,10700,식비,토스공유카드1,변동비
2025-06-05,카카오 택시,4100,교통,신한체크카드,변동비
2025-06-06,스타벅스,500,식비,삼성카드,변동비
2025-06-06,맘스터치,5600,식비,롯데카드,변동비
2025-06-06,버거킹,9400,식비,토스공유카드2,변동비
2025-06-07,CU 편의점,18700,식비,삼성카드,변동비
2025-06-07,투썸플레이스,3100,식비,삼성카드,변동비
2025-06-07,홈플러스,62500,마트,삼성카드,변동비
2025-06-07,SK주유소,11100,교통,토스공유카드1,변동비
2025-06-08,맘스터치,10000,식비,삼성카드,변동비
2025-06-08,카카오 택시,11800,교통,신한체크카드,변동비
2025-06-08,카카오 택시,8400,교통,토스공유카드1,변동비
2025-06-10,김밥천국,11700,식비,토스공유카드1,변동비
2025-06-10,투썸플레이스,6600,식비,토스공유카드1,변동비
2025-06-10,맘스터치,29400,식비,삼성카드,변동비
2025-06-10,SK주유소,16000,교통,신한체크카드,변동비
2025-06-10,지하철,4100,교통,지역화폐,변동비
2025-06-11,스타벅스,21500,식비,토스공유카드2,변동비
2025-06-11,가족 여행 숙박,555000,문화/여가,삼성카드,변동비
2025-06-12,BBQ 치킨,8000,식비,토스공유카드2,변동비
2025-06-12,투썸플레이스,18600,식비,토스공유카드2,변동비
2025-06-12,카카오 택시,6400,교통,토스공유카드1,변동비
2025-06-12,지하철,4800,교통,토스공유카드1,변동비
2025-06-13,BBQ 치킨,20600,식비,롯데카드,변동비
2025-06-13,배달의민족,10200,식비,토스공유카드2,변동비
2025-06-13,카카오 택시,6000,교통,신한체크카드,변동비
2025-06-14,맘스터치,17600,식비,삼성카드,변동비
2025-06-14,카카오 택시,12000,교통,신한체크카드,변동비
2025-06-14,부모님 생신 선물,149800,경조사,신한체크카드,변동비
2025-06-15,스타벅스,12300,식비,토스공유카드1,변동비
2025-06-15,시내버스,14100,교통,신한체크카드,변동비
2025-06-16,김밥천국,14500,식비,삼성카드,변동비
2025-06-16,맘스터치,13200,식비,토스공유카드2,변동비
2025-06-17,투썸플레이스,9800,식비,토스공유카드1,변동비
2025-06-17,노브랜드,49600,마트,롯데카드,변동비
2025-06-17,중앙시장,25400,전통시장,토스공유카드2,변동비
2025-06-18,김밥천국,500,식비,토스공유카드1,변동비
2025-06-18,버거킹,12800,식비,토스공유카드2,변동비
2025-06-18,카카오 택시,4100,교통,토스공유카드1,변동비
2025-06-18,시내버스,4400,교통,지역화폐,변동비
2025-06-19,시내버스,10000,교통,신한체크카드,변동비
2025-06-20,BBQ 치킨,19800,식비,토스공유카드1,변동비
2025-06-21,투썸플레이스,17000,식비,토스공유카드1,변동비
2025-06-21,노브랜드,79000,마트,롯데카드,변동비
2025-06-21,고속버스,9300,교통,토스공유카드1,변동비
2025-06-22,배달의민족,21300,식비,토스공유카드2,변동비
2025-06-22,버거킹,13300,식비,토스공유카드2,변동비
2025-06-22,CU 편의점,23000,식비,롯데카드,변동비
2025-06-22,카카오 택시,14200,교통,신한체크카드,변동비
2025-06-24,홈플러스,500,마트,삼성카드,변동비
2025-06-24,카카오 택시,8100,교통,신한체크카드,변동비
2025-06-24,고속버스,12400,교통,토스공유카드1,변동비
2025-06-25,스타벅스,500,식비,토스공유카드1,변동비
2025-06-25,고속버스,11500,교통,신한체크카드,변동비
2025-06-25,지하철,3300,교통,지역화폐,변동비
2025-06-26,광장시장,27800,전통시장,지역화폐,변동비
2025-06-26,SK주유소,11800,교통,지역화폐,변동비
2025-06-26,SK주유소,4100,교통,신한체크카드,변동비
2025-06-27,맘스터치,21600,식비,삼성카드,변동비
2025-06-27,이마트,63900,마트,롯데카드,변동비
2025-06-27,고속버스,11100,교통,토스공유카드1,변동비
2025-06-27,고속버스,11300,교통,지역화폐,변동비
2025-06-28,스타벅스,37000,식비,토스공유카드2,변동비
2025-06-28,지하철,8700,교통,토스공유카드1,변동비
2025-06-29,맘스터치,12000,식비,토스공유카드2,변동비
2025-06-29,CU 편의점,500,식비,토스공유카드1,변동비
2025-06-29,스타벅스,3800,식비,롯데카드,변동비
2025-06-29,롯데마트,500,마트,토스공유카드1,변동비
2025-06-30,고속버스,10800,교통,지역화폐,변동비
2025-06-30,시내버스,12700,교통,신한체크카드,변동비
2025-07-01,아파트 관리비,232800,관리비,신한체크카드,고정비
2025-07-01,주택담보대출 이자,396900,대출이자,신한체크카드,고정비
2025-07-02,도시가스 요금,120000,가스요금,신한체크카드,고정비
2025-07-02,스타벅스,20800,식비,롯데카드,변동비
2025-07-02,버거킹,9400,식비,토스공유카드2,변동비
2025-07-02,시내버스,14000,교통,신한체크카드,변동비
2025-07-03,한전 전기요금,77700,전기요금,신한체크카드,고정비
2025-07-03,LG U+ 휴대폰,95200,통신비,신한체크카드,고정비
2025-07-03,투썸플레이스,11900,식비,토스공유카드1,변동비
2025-07-03,배달의민족,500,식비,롯데카드,변동비
2025-07-03,고속버스,5200,교통,신한체크카드,변동비
2025-07-04,상하수도 요금,17700,공과금,지역화폐,고정비
2025-07-04,맘스터치,13100,식비,토스공유카드2,변동비
2025-07-04,홈플러스,53500,마트,삼성카드,변동비
2025-07-04,중앙시장,28000,전통시장,토스공유카드2,변동비
2025-07-04,SK주유소,5600,교통,토스공유카드1,변동비
2025-07-05,관리실 주차비,39500,주거,신한체크카드,고정비
2025-07-05,CU 편의점,26900,식비,삼성카드,변동비
2025-07-05,김밥천국,10100,식비,삼성카드,변동비
2025-07-05,노브랜드,55800,마트,삼성카드,변동비
2025-07-06,롯데마트,95300,마트,삼성카드,변동비
2025-07-06,고속버스,7500,교통,토스공유카드1,변동비
2025-07-06,카카오 택시,4600,교통,토스공유카드1,변동비
2025-07-07,투썸플레이스,14000,식비,삼성카드,변동비
2025-07-07,배달의민족,10200,식비,삼성카드,변동비
2025-07-07,이마트,52600,마트,롯데카드,변동비
2025-07-07,시내버스,5600,교통,신한체크카드,변동비
2025-07-08,김밥천국,23300,식비,삼성카드,변동비
2025-07-08,BBQ 치킨,19200,식비,토스공유카드2,변동비
2025-07-08,홈플러스,91500,마트,삼성카드,변동비
2025-07-08,SK주유소,4200,교통,토스공유카드1,변동비
2025-07-09,버거킹,1000,식비,롯데카드,변동비
2025-07-09,SK주유소,4800,교통,신한체크카드,변동비
2025-07-09,SK주유소,7600,교통,토스공유카드1,변동비
2025-07-10,배달의민족,3600,식비,토스공유카드2,변동비
2025-07-10,투썸플레이스,3700,식비,토스공유카드2,변동비
2025-07-10,김밥천국,13800,식비,롯데카드,변동비
2025-07-11,SK주유소,3900,교통,신한체크카드,변동비
2025-07-12,배달의민족,6000,식비,삼성카드,변동비
2025-07-12,버거킹,11800,식비,토스공유카드2,변동비
2025-07-12,카카오 택시,3500,교통,토스공유카드1,변동비
2025-07-12,SK주유소,10300,교통,토스공유카드1,변동비
2025-07-13,투썸플레이스,17300,식비,토스공유카드1,변동비
2025-07-13,고속버스,9600,교통,지역화폐,변동비
2025-07-13,SK주유소,13900,교통,지역화폐,변동비
2025-07-14,스타벅스,10500,식비,토스공유카드2,변동비
2025-07-15,배달의민족,11000,식비,토스공유카드1,변동비
2025-07-16,배달의민족,15200,식비,롯데카드,변동비
2025-07-16,김밥천국,7000,식비,롯데카드,변동비
2025-07-16,카카오 택시,8800,교통,토스공유카드1,변동비
2025-07-16,카카오 택시,1200,교통,지역화폐,변동비
2025-07-17,맘스터치,8700,식비,토스공유카드2,변동비
2025-07-17,BBQ 치킨,500,식비,롯데카드,변동비
2025-07-17,지하철,8500,교통,지역화폐,변동비
2025-07-18,맘스터치,11200,식비,삼성카드,변동비
2025-07-19,BBQ 치킨,12600,식비,토스공유카드1,변동비
2025-07-19,SK주유소,6200,교통,신한체크카드,변동비
2025-07-19,지하철,8200,교통,신한체크카드,변동비
2025-07-20,스타벅스,25700,식비,롯데카드,변동비
2025-07-20,시내버스,11900,교통,신한체크카드,변동비
2025-07-21,스타벅스,22500,식비,토스공유카드2,변동비
2025-07-21,투썸플레이스,26000,식비,토스공유카드1,변동비
2025-07-21,고속버스,3800,교통,지역화폐,변동비
2025-07-23,고속버스,13300,교통,토스공유카드1,변동비
2025-07-24,버거킹,16500,식비,토스공유카드2,변동비
2025-07-24,투썸플레이스,21200,식비,토스공유카드1,변동비
2025-07-25,스타벅스,5800,식비,토스공유카드2,변동비
2025-07-25,BBQ 치킨,3900,식비,토스공유카드2,변동비
2025-07-25,SK주유소,1400,교통,지역화폐,변동비
2025-07-26,맘스터치,19100,식비,삼성카드,변동비
2025-07-26,버거킹,14500,식비,삼성카드,변동비
2025-07-26,노브랜드,49300,마트,토스공유카드1,변동비
2025-07-27,버거킹,18900,식비,삼성카드,변동비
2025-07-27,버거킹,10000,식비,롯데카드,변동비
2025-07-28,맘스터치,500,식비,롯데카드,변동비
2025-07-28,고속버스,7600,교통,지역화폐,변동비
2025-07-29,김밥천국,5300,식비,토스공유카드1,변동비
2025-07-29,버거킹,10400,식비,삼성카드,변동비
2025-07-30,김밥천국,25000,식비,토스공유카드1,변동비
2025-07-30,SK주유소,9200,교통,지역화폐,변동비
2025-07-31,BBQ 치킨,14200,식비,롯데카드,변동비
2025-07-31,고속버스,9500,교통,토스공유카드1,변동비
2025-08-01,LG U+ 휴대폰,102100,통신비,신한체크카드,고정비
2025-08-01,조의금,45800,경조사,삼성카드,변동비
2025-08-01,투썸플레이스,13700,식비,토스공유카드2,변동비
2025-08-01,스타벅스,13600,식비,토스공유카드2,변동비
2025-08-01,BBQ 치킨,4700,식비,토스공유카드2,변동비
2025-08-01,코스트코,87600,마트,토스공유카드1,변동비
2025-08-02,배달의민족,18200,식비,토스공유카드2,변동비
2025-08-02,지하철,1600,교통,토스공유카드1,변동비
2025-08-02,카카오 택시,4900,교통,토스공유카드1,변동비
2025-08-03,주택담보대출 이자,410100,대출이자,신한체크카드,고정비
2025-08-03,맘스터치,16400,식비,롯데카드,변동비
2025-08-03,김밥천국,22100,식비,토스공유카드2,변동비
2025-08-03,망원시장,29800,전통시장,지역화폐,변동비
2025-08-04,아파트 관리비,220100,관리비,신한체크카드,고정비
2025-08-04,한전 전기요금,83000,전기요금,신한체크카드,고정비
2025-08-04,상하수도 요금,30300,공과금,지역화폐,고정비
2025-08-04,연세의원,33600,의료,삼성카드,변동비
2025-08-04,올리브영,60900,의류/미용,롯데카드,변동비
2025-08-04,BBQ 치킨,11700,식비,롯데카드,변동비
2025-08-04,CU 편의점,11300,식비,롯데카드,변동비
2025-08-05,도시가스 요금,74400,가스요금,지역화폐,고정비
2025-08-05,교보문고,34200,문화/여가,삼성카드,변동비
2025-08-05,투썸플레이스,14200,식비,토스공유카드1,변동비
2025-08-05,이마트,38200,마트,롯데카드,변동비
2025-08-06,투썸플레이스,11500,식비,삼성카드,변동비
2025-08-06,코스트코,74500,마트,삼성카드,변동비
2025-08-07,CU 편의점,23100,식비,토스공유카드1,변동비
2025-08-08,김밥천국,1300,식비,토스공유카드2,변동비
2025-08-09,맘스터치,13500,식비,토스공유카드2,변동비
2025-08-09,홈플러스,62200,마트,토스공유카드1,변동비
2025-08-09,시내버스,7600,교통,토스공유카드1,변동비
2025-08-10,스타벅스,10600,식비,롯데카드,변동비
2025-08-10,김밥천국,19700,식비,삼성카드,변동비
2025-08-10,고속버스,17800,교통,토스공유카드1,변동비
2025-08-11,배달의민족,7800,식비,토스공유카드2,변동비
2025-08-11,시내버스,17300,교통,신한체크카드,변동비
2025-08-12,버거킹,13100,식비,토스공유카드2,변동비
2025-08-13,버거킹,24000,식비,롯데카드,변동비
2025-08-13,버거킹,16200,식비,롯데카드,변동비
2025-08-14,버거킹,16500,식비,토스공유카드1,변동비
2025-08-14,SK주유소,6100,교통,신한체크카드,변동비
2025-08-15,CU 편의점,8800,식비,토스공유카드1,변동비
2025-08-15,홈플러스,81300,마트,토스공유카드1,변동비
2025-08-15,지하철,12900,교통,신한체크카드,변동비
2025-08-16,BBQ 치킨,6900,식비,토스공유카드2,변동비
2025-08-16,지하철,500,교통,토스공유카드1,변동비
2025-08-17,맘스터치,9400,식비,토스공유카드1,변동비
2025-08-17,SK주유소,11000,교통,토스공유카드1,변동비
2025-08-18,맘스터치,23700,식비,토스공유카드2,변동비
2025-08-18,CU 편의점,20000,식비,삼성카드,변동비
2025-08-18,배달의민족,10000,식비,토스공유카드1,변동비
2025-08-19,버거킹,14800,식비,토스공유카드2,변동비
2025-08-19,CU 편의점,8400,식비,롯데카드,변동비
2025-08-19,시내버스,19500,교통,토스공유카드1,변동비
2025-08-20,버거킹,13900,식비,토스공유카드2,변동비
2025-08-20,홈플러스,40700,마트,토스공유카드1,변동비
2025-08-21,맘스터치,5400,식비,삼성카드,변동비
2025-08-22,버거킹,16800,식비,토스공유카드1,변동비
2025-08-23,배달의민족,22800,식비,토스공유카드1,변동비
2025-08-24,BBQ 치킨,4600,식비,롯데카드,변동비
2025-08-24,김밥천국,13200,식비,롯데카드,변동비
2025-08-24,지하철,5200,교통,토스공유카드1,변동비
2025-08-25,김밥천국,17000,식비,토스공유카드2,변동비
2025-08-25,맘스터치,17000,식비,토스공유카드1,변동비
2025-08-26,배달의민족,10700,식비,토스공유카드1,변동비
2025-08-26,카카오 택시,11700,교통,토스공유카드1,변동비
2025-08-27,맘스터치,1700,식비,토스공유카드2,변동비
2025-08-27,맘스터치,6500,식비,롯데카드,변동비
2025-08-27,지하철,4300,교통,지역화폐,변동비
2025-08-28,중앙시장,35800,전통시장,지역화폐,변동비
2025-08-29,맘스터치,17200,식비,토스공유카드2,변동비
2025-08-29,지하철,3700,교통,신한체크카드,변동비
2025-08-30,맘스터치,15300,식비,토스공유카드1,변동비
2025-08-30,배달의민족,7000,식비,삼성카드,변동비
2025-08-30,이마트,64300,마트,토스공유카드1,변동비
2025-08-30,시내버스,9700,교통,토스공유카드1,변동비
2025-08-31,투썸플레이스,10900,식비,토스공유카드2,변동비
2025-09-01,아파트 관리비,251900,관리비,신한체크카드,고정비
2025-09-01,무신사,55400,의류/미용,롯데카드,변동비
2025-09-01,CU 편의점,15400,식비,토스공유카드2,변동비
2025-09-01,지하철,4400,교통,신한체크카드,변동비
2025-09-02,상하수도 요금,22900,공과금,지역화폐,고정비
2025-09-02,코스트코,25100,마트,삼성카드,변동비
2025-09-02,경동시장,27200,전통시장,지역화폐,변동비
2025-09-03,교보문고,16200,문화/여가,롯데카드,변동비
2025-09-03,버거킹,11800,식비,삼성카드,변동비
2025-09-03,이마트,35700,마트,롯데카드,변동비
2025-09-03,지하철,9100,교통,토스공유카드1,변동비
2025-09-03,지하철,6100,교통,신한체크카드,변동비
2025-09-04,주택담보대출 이자,409600,대출이자,신한체크카드,고정비
2025-09-04,버거킹,6500,식비,토스공유카드1,변동비
2025-09-04,스타벅스,14800,식비,토스공유카드2,변동비
2025-09-04,맘스터치,23700,식비,삼성카드,변동비
2025-09-04,카카오 택시,13600,교통,신한체크카드,변동비
2025-09-05,한전 전기요금,99800,전기요금,지역화폐,고정비
2025-09-05,도시가스 요금,36300,가스요금,지역화폐,고정비
2025-09-05,LG U+ 휴대폰,120600,통신비,신한체크카드,고정비
2025-09-05,김밥천국,23400,식비,삼성카드,변동비
2025-09-06,버거킹,7300,식비,삼성카드,변동비
2025-09-06,시내버스,7000,교통,토스공유카드1,변동비
2025-09-06,고속버스,1100,교통,지역화폐,변동비
2025-09-07,투썸플레이스,13100,식비,토스공유카드1,변동비
2025-09-08,BBQ 치킨,2900,식비,토스공유카드2,변동비
2025-09-08,고속버스,6400,교통,지역화폐,변동비
2025-09-09,김밥천국,9100,식비,토스공유카드2,변동비
2025-09-09,시내버스,11600,교통,토스공유카드1,변동비
2025-09-10,시내버스,6500,교통,토스공유카드1,변동비
2025-09-11,SK주유소,1900,교통,신한체크카드,변동비
2025-09-12,배달의민족,19800,식비,삼성카드,변동비
2025-09-13,버거킹,17600,식비,롯데카드,변동비
2025-09-13,버거킹,6000,식비,삼성카드,변동비
2025-09-13,맘스터치,17900,식비,삼성카드,변동비
2025-09-14,버거킹,17500,식비,삼성카드,변동비
2025-09-14,스타벅스,24700,식비,토스공유카드1,변동비
2025-09-14,코스트코,57600,마트,삼성카드,변동비
2025-09-14,SK주유소,15000,교통,토스공유카드1,변동비
2025-09-15,SK주유소,5500,교통,지역화폐,변동비
2025-09-15,시내버스,7500,교통,지역화폐,변동비
2025-09-16,BBQ 치킨,8300,식비,토스공유카드2,변동비
2025-09-16,망원시장,500,전통시장,토스공유카드2,변동비
2025-09-17,배달의민족,20200,식비,토스공유카드1,변동비
2025-09-17,홈플러스,44000,마트,삼성카드,변동비
2025-09-17,카카오 택시,14200,교통,지역화폐,변동비
2025-09-17,SK주유소,2000,교통,토스공유카드1,변동비
2025-09-18,CU 편의점,18300,식비,롯데카드,변동비
2025-09-18,망원시장,36000,전통시장,토스공유카드2,변동비
2025-09-18,고속버스,16100,교통,토스공유카드1,변동비
2025-09-19,투썸플레이스,17700,식비,토스공유카드2,변동비
2025-09-19,롯데마트,55900,마트,롯데카드,변동비
2025-09-20,버거킹,15700,식비,삼성카드,변동비
2025-09-20,배달의민족,14800,식비,토스공유카드2,변동비
2025-09-20,배달의민족,14000,식비,토스공유카드2,변동비
2025-09-20,지하철,9400,교통,신한체크카드,변동비
2025-09-21,SK주유소,500,교통,지역화폐,변동비
2025-09-21,고속버스,15600,교통,신한체크카드,변동비
2025-09-22,맘스터치,1400,식비,삼성카드,변동비
2025-09-22,홈플러스,92700,마트,삼성카드,변동비
2025-09-22,SK주유소,10800,교통,신한체크카드,변동비
2025-09-23,BBQ 치킨,20700,식비,토스공유카드1,변동비
2025-09-23,SK주유소,5600,교통,신한체크카드,변동비
2025-09-24,BBQ 치킨,9800,식비,토스공유카드2,변동비
2025-09-24,BBQ 치킨,2800,식비,토스공유카드1,변동비
2025-09-24,BBQ 치킨,7700,식비,토스공유카드1,변동비
2025-09-25,스타벅스,9200,식비,토스공유카드2,변동비
2025-09-25,BBQ 치킨,15200,식비,토스공유카드2,변동비
2025-09-25,SK주유소,7600,교통,지역화폐,변동비
2025-09-26,버거킹,11000,식비,롯데카드,변동비
2025-09-27,맘스터치,15800,식비,롯데카드,변동비
2025-09-27,시내버스,8000,교통,신한체크카드,변동비
2025-09-28,배달의민족,10300,식비,토스공유카드2,변동비
2025-09-28,SK주유소,8400,교통,지역화폐,변동비
2025-09-28,지하철,8000,교통,지역화폐,변동비
2025-09-29,BBQ 치킨,24000,식비,토스공유카드2,변동비
2025-09-29,망원시장,19600,전통시장,토스공유카드2,변동비
2025-09-29,시내버스,3800,교통,지역화폐,변동비
2025-09-29,지하철,6000,교통,지역화폐,변동비
2025-09-30,투썸플레이스,10300,식비,삼성카드,변동비
2025-09-30,이마트,51600,마트,삼성카드,변동비
2025-09-30,고속버스,5900,교통,지역화폐,변동비
2025-10-01,아파트 관리비,246700,관리비,지역화폐,고정비
2025-10-01,한전 전기요금,88600,전기요금,지역화폐,고정비
2025-10-01,상하수도 요금,24800,공과금,지역화폐,고정비
2025-10-01,맘스터치,10100,식비,삼성카드,변동비
2025-10-01,광장시장,4800,전통시장,토스공유카드2,변동비
2025-10-01,시내버스,5200,교통,토스공유카드1,변동비
2025-10-02,자격증 수강료,209600,교육,삼성카드,변동비
2025-10-02,BBQ 치킨,21600,식비,롯데카드,변동비
2025-10-02,SK주유소,1400,교통,토스공유카드1,변동비
2025-10-03,도시가스 요금,61900,가스요금,지역화폐,고정비
2025-10-03,KT 인터넷+TV,96700,통신비,신한체크카드,고정비
2025-10-03,주택담보대출 이자,414100,대출이자,신한체크카드,고정비
2025-10-03,배달의민족,12200,식비,삼성카드,변동비
2025-10-03,이마트,43200,마트,롯데카드,변동비
2025-10-04,연세의원,36000,의료,신한체크카드,변동비
2025-10-04,유튜브 프리미엄,21800,문화/여가,롯데카드,변동비
2025-10-04,무신사,87000,의류/미용,삼성카드,변동비
2025-10-04,버거킹,23700,식비,삼성카드,변동비
2025-10-04,홈플러스,46400,마트,토스공유카드1,변동비
2025-10-04,카카오 택시,5700,교통,지역화폐,변동비
2025-10-04,카카오 택시,5100,교통,지역화폐,변동비
2025-10-05,투썸플레이스,24200,식비,토스공유카드1,변동비
2025-10-05,카카오 택시,8200,교통,토스공유카드1,변동비
2025-10-06,김밥천국,21700,식비,토스공유카드2,변동비
2025-10-06,CU 편의점,17000,식비,롯데카드,변동비
2025-10-06,BBQ 치킨,22000,식비,롯데카드,변동비
2025-10-06,망원시장,26800,전통시장,지역화폐,변동비
2025-10-06,시내버스,7200,교통,지역화폐,변동비
2025-10-07,투썸플레이스,12100,식비,삼성카드,변동비
2025-10-08,BBQ 치킨,7000,식비,삼성카드,변동비
2025-10-09,투썸플레이스,7300,식비,토스공유카드2,변동비
2025-10-09,투썸플레이스,18500,식비,삼성카드,변동비
2025-10-09,BBQ 치킨,19800,식비,롯데카드,변동비
2025-10-09,시내버스,8500,교통,토스공유카드1,변동비
2025-10-10,버거킹,8600,식비,토스공유카드1,변동비
2025-10-10,투썸플레이스,17100,식비,토스공유카드2,변동비
2025-10-10,홈플러스,54400,마트,롯데카드,변동비
2025-10-10,광장시장,15600,전통시장,토스공유카드2,변동비
2025-10-10,SK주유소,17900,교통,신한체크카드,변동비
2025-10-11,버거킹,6200,식비,롯데카드,변동비
2025-10-11,경동시장,12300,전통시장,지역화폐,변동비
2025-10-11,카카오 택시,11400,교통,토스공유카드1,변동비
2025-10-12,BBQ 치킨,8600,식비,롯데카드,변동비
2025-10-12,시내버스,5100,교통,신한체크카드,변동비
2025-10-13,시내버스,7700,교통,토스공유카드1,변동비
2025-10-14,시내버스,12400,교통,지역화폐,변동비
2025-10-15,롯데마트,31400,마트,롯데카드,변동비
2025-10-16,투썸플레이스,18600,식비,토스공유카드1,변동비
2025-10-16,SK주유소,2400,교통,토스공유카드1,변동비
2025-10-17,맘스터치,7100,식비,토스공유카드1,변동비
2025-10-17,스타벅스,12400,식비,토스공유카드2,변동비
2025-10-17,망원시장,28800,전통시장,토스공유카드2,변동비
2025-10-18,SK주유소,9900,교통,토스공유카드1,변동비
2025-10-20,김밥천국,19000,식비,삼성카드,변동비
2025-10-20,시내버스,7500,교통,신한체크카드,변동비
2025-10-20,SK주유소,16600,교통,토스공유카드1,변동비
2025-10-21,맘스터치,15900,식비,토스공유카드1,변동비
2025-10-21,맘스터치,9900,식비,토스공유카드2,변동비
2025-10-21,맘스터치,11900,식비,삼성카드,변동비
2025-10-22,경동시장,31000,전통시장,지역화폐,변동비
2025-10-23,투썸플레이스,500,식비,토스공유카드1,변동비
2025-10-23,BBQ 치킨,600,식비,토스공유카드2,변동비
2025-10-24,CU 편의점,25900,식비,토스공유카드1,변동비
2025-10-24,투썸플레이스,13000,식비,토스공유카드2,변동비
2025-10-24,지하철,16100,교통,신한체크카드,변동비
2025-10-24,시내버스,8200,교통,지역화폐,변동비
2025-10-25,버거킹,24100,식비,삼성카드,변동비
2025-10-25,CU 편의점,9500,식비,토스공유카드2,변동비
2025-10-25,SK주유소,7800,교통,토스공유카드1,변동비
2025-10-26,CU 편의점,12500,식비,롯데카드,변동비
2025-10-26,CU 편의점,26000,식비,토스공유카드1,변동비
2025-10-26,BBQ 치킨,500,식비,삼성카드,변동비
2025-10-26,지하철,2500,교통,신한체크카드,변동비
2025-10-27,맘스터치,26500,식비,토스공유카드2,변동비
2025-10-27,버거킹,4400,식비,롯데카드,변동비
2025-10-27,스타벅스,6100,식비,토스공유카드2,변동비
2025-10-27,고속버스,12500,교통,신한체크카드,변동비
2025-10-28,BBQ 치킨,12400,식비,삼성카드,변동비
2025-10-28,김밥천국,15800,식비,롯데카드,변동비
2025-10-28,맘스터치,24400,식비,토스공유카드2,변동비
2025-10-28,광장시장,36000,전통시장,지역화폐,변동비
2025-10-28,SK주유소,4100,교통,토스공유카드1,변동비
2025-10-29,노브랜드,38600,마트,토스공유카드1,변동비
2025-10-30,맘스터치,6900,식비,토스공유카드1,변동비
2025-10-30,SK주유소,4000,교통,신한체크카드,변동비
2025-10-31,김밥천국,2900,식비,토스공유카드1,변동비
2025-10-31,맘스터치,12100,식비,토스공유카드1,변동비
2025-10-31,지하철,9900,교통,토스공유카드1,변동비
